id,date,time,competition,tournament,home_team,away_team,home_goals,away_goals,score,opponent,venue,result,played,stadium,stadium_fr,city,belgium_coach,referee,url
1285,1904-05-01,16:45,International friendly,,Belgium,France,3,3,3-3,France,home,D,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,John Keene,https://www.rbfa.be/en/international-game/1285
1964,1905-04-29,23:00,International friendly,,Belgium,Netherlands,1,4,1-4,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,,Frank Konig,https://www.rbfa.be/en/international-game/1964
1286,1905-05-06,23:00,International friendly,,Belgium,France,7,0,7-0,France,home,W,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,Rodolphe Seeldrayers,https://www.rbfa.be/en/international-game/1286
1830,1905-05-13,23:00,International friendly,,Netherlands,Belgium,4,0,4-0,Netherlands,away,L,true,Schuttersveld,Stade du Schuttersveld,Rotterdam,,H. Vermeulen,https://www.rbfa.be/en/international-game/1830
1287,1906-04-21,23:00,International friendly,,France,Belgium,0,5,0-5,France,away,W,true,Faisanderie,Faisanderie,Saint-Cloud,,John Wood,https://www.rbfa.be/en/international-game/1287
1288,1906-04-28,23:00,International friendly,,Belgium,Netherlands,5,0,5-0,Netherlands,home,W,true,Kiel,Le Kiel,Antwerpen,,P. Harrower,https://www.rbfa.be/en/international-game/1288
1289,1906-05-12,23:00,International friendly,,Netherlands,Belgium,2,3,2-3,Netherlands,away,W,true,Schuttersveld,Stade du Schuttersveld,Rotterdam,,Herbert Willing,https://www.rbfa.be/en/international-game/1289
1290,1907-04-13,23:00,International friendly,,Belgium,Netherlands,1,3,1-3,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,,P. Harrower,https://www.rbfa.be/en/international-game/1290
2105,1907-04-20,23:00,International friendly,,Belgium,France,1,2,1-2,France,home,L,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,Herbert Willing,https://www.rbfa.be/en/international-game/2105
1707,1907-05-08,23:00,International friendly,,Netherlands,Belgium,1,2,1-2,Netherlands,away,W,true,Haarlem F.C.,Haarlem F.C.,Haarlem,,E. Holland,https://www.rbfa.be/en/international-game/1707
1291,1908-03-28,23:00,International friendly,,Belgium,Netherlands,1,4,1-4,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,,P. Harrower,https://www.rbfa.be/en/international-game/1291
1292,1908-04-11,23:00,International friendly,,France,Belgium,1,2,1-2,France,away,W,true,Matin Stadion,Matin Stadion,Colombes,,James Stark,https://www.rbfa.be/en/international-game/1292
1293,1908-04-17,23:00,International friendly,,Belgium,England,2,8,2-8,England,home,L,true,Longchamps,Stade de Longchamps,Brussel,,G. Dyxhoorn,https://www.rbfa.be/en/international-game/1293
1294,1908-04-25,23:00,International friendly,,Netherlands,Belgium,3,1,3-1,Netherlands,away,L,true,Schuttersveld,Stade du Schuttersveld,Rotterdam,,J. Howcroft,https://www.rbfa.be/en/international-game/1294
1295,1908-10-25,23:00,International friendly,,Belgium,Sweden,2,1,2-1,Sweden,home,W,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,Charles Barette,https://www.rbfa.be/en/international-game/1295
1579,1909-03-20,23:00,International friendly,,Belgium,Netherlands,1,4,1-4,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,,T. Kyle,https://www.rbfa.be/en/international-game/1579
1296,1909-04-16,23:00,International friendly,,England,Belgium,11,2,11-2,England,away,L,true,Tottenham,Tottenham,Londen,,Christiaan Groothoff,https://www.rbfa.be/en/international-game/1296
2141,1909-04-24,23:00,International friendly,,Netherlands,Belgium,4,1,4-1,Netherlands,away,L,true,Schuttersveld,Stade du Schuttersveld,Rotterdam,,J. Howcroft,https://www.rbfa.be/en/international-game/2141
1831,1909-05-08,23:00,International friendly,,Belgium,France,5,2,5-2,France,home,W,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,James Schumacher,https://www.rbfa.be/en/international-game/1831
1297,1910-03-12,23:00,International friendly,,Belgium,Netherlands,3,2,3-2,Netherlands,home,W,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,James Schumacher,https://www.rbfa.be/en/international-game/1297
1336,1910-03-25,23:00,International friendly,,Belgium,England,2,2,2-2,England,home,D,true,Longchamps,Stade de Longchamps,Brussel,William J. Maxwell,Christiaan Groothoff,https://www.rbfa.be/en/international-game/1336
1673,1910-04-02,23:00,International friendly,,France,Belgium,0,4,0-4,France,away,W,true,F.G.S.P.F. Stadion,F.G.S.P.F. Stadion,Gentilly,William J. Maxwell,James Stark,https://www.rbfa.be/en/international-game/1673
2019,1910-04-09,23:00,International friendly,,Netherlands,Belgium,7,0,7-0,Netherlands,away,L,true,Haarlem F.C.,Haarlem F.C.,Haarlem,William J. Maxwell,J. Howcroft,https://www.rbfa.be/en/international-game/2019
233,1910-05-15,23:00,International friendly,,Germany,Belgium,0,3,0-3,Germany,away,W,true,Duisburger S.V.,Duisburger S.V.,Duisburg,William J. Maxwell,Herbert Willing,https://www.rbfa.be/en/international-game/233
1965,1911-03-03,23:00,International friendly,,England,Belgium,4,0,4-0,England,away,L,true,Crystal Palace,Crystal Palace,Londen,William J. Maxwell,Christiaan Groothoff,https://www.rbfa.be/en/international-game/1965
1298,1911-03-18,23:00,International friendly,,Belgium,Netherlands,1,5,1-5,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,T. Campbell,https://www.rbfa.be/en/international-game/1298
1299,1911-04-01,23:00,International friendly,,Netherlands,Belgium,3,1,3-1,Netherlands,away,L,true,Dordrecht F.C.,Dordrecht F.C.,Dordrecht,William J. Maxwell,G. Miller,https://www.rbfa.be/en/international-game/1299
1300,1911-04-22,23:00,International friendly,,Belgium,Germany,2,1,2-1,Germany,home,W,true,Cointe,Stade de Cointe,Liège,William J. Maxwell,James Schumacher,https://www.rbfa.be/en/international-game/1300
1301,1911-04-29,23:00,International friendly,,Belgium,France,7,1,7-1,France,home,W,true,Vorststraat,Stade de la rue de Forest,Brussel,William J. Maxwell,James Stark,https://www.rbfa.be/en/international-game/1301
1302,1912-01-27,23:00,International friendly,,France,Belgium,1,1,1-1,France,away,D,true,Parijs Stadion,Parijs Stadion,Saint-Ouen,William J. Maxwell,James Stark,https://www.rbfa.be/en/international-game/1302
1337,1912-02-19,23:00,International friendly,,Belgium,Switzerland,9,2,9-2,Switzerland,home,W,true,Fc Antwerpen,Fc Antwerpen,Antwerpen,William J. Maxwell,P. Schroder,https://www.rbfa.be/en/international-game/1337
2046,1912-03-09,23:00,International friendly,,Belgium,Netherlands,1,2,1-2,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,C. Crisp,https://www.rbfa.be/en/international-game/2046
1303,1912-04-07,23:00,International friendly,,Belgium,England,1,2,1-2,England,home,L,true,Longchamps,Stade de Longchamps,Brussel,William J. Maxwell,P. Schroder,https://www.rbfa.be/en/international-game/1303
1304,1912-04-27,23:00,International friendly,,Netherlands,Belgium,4,3,4-3,Netherlands,away,L,true,Dordrecht F.C.,Dordrecht F.C.,Dordrecht,William J. Maxwell,John Hargreaves Pearson,https://www.rbfa.be/en/international-game/1304
1305,1912-11-08,23:00,International friendly,,England,Belgium,4,0,4-0,England,away,L,true,Durham City Fc,Durham City Fc,Swindon,William J. Maxwell,William Nunnerley,https://www.rbfa.be/en/international-game/1305
1306,1913-02-15,23:00,International friendly,,Belgium,France,3,0,3-0,France,home,W,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,William J. Maxwell,James Schumacher,https://www.rbfa.be/en/international-game/1306
1307,1913-03-08,23:00,International friendly,,Belgium,Netherlands,3,3,3-3,Netherlands,home,D,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Frederick Kirkham,https://www.rbfa.be/en/international-game/1307
1308,1913-04-19,23:00,International friendly,,Netherlands,Belgium,2,4,2-4,Netherlands,away,W,true,Zac Stadion,Zac Stadion,Zwolle,William J. Maxwell,John Baily,https://www.rbfa.be/en/international-game/1308
1309,1913-04-30,23:00,International friendly,,Italy,Belgium,1,0,1-0,Italy,away,L,true,Stadio Piazza D'Armi,Stadio Piazza D'Armi,Turijn,William J. Maxwell,HENRY Goodley,https://www.rbfa.be/en/international-game/1309
1310,1913-05-03,23:00,International friendly,,Switzerland,Belgium,1,2,1-2,Switzerland,away,W,true,Landhof Stadion,Landhof Stadion,Basel,,Walter Sanss,https://www.rbfa.be/en/international-game/1310
1832,1913-11-01,23:00,International friendly,,Belgium,Switzerland,2,0,2-0,Switzerland,home,W,true,Stade Du Panorama,Stade du Panorama,Verviers,,Willem Eymers,https://www.rbfa.be/en/international-game/1832
1966,1913-11-23,13:00,International friendly,,Belgium,Germany,6,2,6-2,Germany,home,W,true,Bosuil,Stade du Bosuil,Antwerpen,,Meerum Terwogt,https://www.rbfa.be/en/international-game/1966
1193,1914-01-25,13:30,International friendly,,France,Belgium,4,3,4-3,France,away,L,true,Route De Belgique,Route De Belgique,Rijsel,Charles Bunyan,Herbert Mortimer,https://www.rbfa.be/en/international-game/1193
1956,1914-02-23,23:00,International friendly,,Belgium,England,1,8,1-8,England,home,L,true,Longchamps Stadion,Stade de Longchamps,Brussel,Charles Bunyan,Fernand Jénicot,https://www.rbfa.be/en/international-game/1956
1194,1914-03-14,23:00,International friendly,,Belgium,Netherlands,2,4,2-4,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,Charles Bunyan,James Schumacher,https://www.rbfa.be/en/international-game/1194
1195,1914-04-25,23:00,International friendly,,Netherlands,Belgium,4,2,4-2,Netherlands,away,L,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,Charles Bunyan,John Hargreaves Pearson,https://www.rbfa.be/en/international-game/1195
1196,1919-03-09,00:00,International friendly,,Belgium,France,2,2,2-2,France,home,D,true,Vivier D'Oie,Stade du Vivier d'Oie,Brussel,,Christiaan Groothoff,https://www.rbfa.be/en/international-game/1196
1197,1920-02-17,00:00,International friendly,,Belgium,England,3,1,3-1,England,home,W,true,Longchamps Stadion,Stade de Longchamps,Brussel,William J. Maxwell,Marcus Bos,https://www.rbfa.be/en/international-game/1197
1821,1920-03-28,00:00,International friendly,,France,Belgium,2,1,2-1,France,away,L,true,Parc Des Princes,Parc des Princes,Parijs,William J. Maxwell,Henry Child,https://www.rbfa.be/en/international-game/1821
1198,1920-08-29,17:30,Olympic Games,,Belgium,Spain,3,1,3-1,Spain,home,W,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1198
1668,1920-08-31,17:30,Olympic Games,,Belgium,Netherlands,3,0,3-0,Netherlands,home,W,true,Olympisch Stadion,Stade olympique,Antwerpen,William J. Maxwell,John Lewis,https://www.rbfa.be/en/international-game/1668
1199,1920-09-02,17:00,Olympic Games,,Belgium,Czecho-Slovakia,2,0,2-0,Czecho-Slovakia,home,W,true,Olympisch Stadion,Stade olympique,Antwerpen,William J. Maxwell,John Lewis,https://www.rbfa.be/en/international-game/1199
1200,1921-03-06,00:00,International friendly,,Belgium,France,3,1,3-1,France,home,W,true,Parc Duden Stadion,Stade du Parc Duden,Brussel,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1200
1201,1921-05-05,00:00,International friendly,,Belgium,Italy,2,3,2-3,Italy,home,L,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,M. De Gérardin,https://www.rbfa.be/en/international-game/1201
1202,1921-05-15,00:00,International friendly,,Belgium,Netherlands,1,1,1-1,Netherlands,home,D,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Charles Barette,https://www.rbfa.be/en/international-game/1202
2050,1921-05-21,00:00,International friendly,,Belgium,England,0,2,0-2,England,home,L,true,Molenbeek Saint-Jean Stadion,Stade de Molenbeek-Saint-Jean,Brussel,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/2050
1203,1921-10-09,00:00,International friendly,,Spain,Belgium,2,0,2-0,Spain,away,L,true,Campo San Mames,Campo San Mames,Bilbao,William J. Maxwell,Jorge Vieira,https://www.rbfa.be/en/international-game/1203
1204,1922-01-15,00:00,International friendly,,France,Belgium,2,1,2-1,France,away,L,true,Matin Stadion,Matin Stadion,Colombes,William J. Maxwell,William John Edwards,https://www.rbfa.be/en/international-game/1204
1167,1922-03-26,00:00,International friendly,,Belgium,Netherlands,4,0,4-0,Netherlands,home,W,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,E. Newman,https://www.rbfa.be/en/international-game/1167
1168,1922-04-15,00:00,International friendly,,Belgium,Denmark,0,0,0-0,Denmark,home,D,true,Stade Oscar Flesch,Stade Oscar Flesch,Liège,William J. Maxwell,Oliver De Ricard,https://www.rbfa.be/en/international-game/1168
2099,1922-05-07,00:00,International friendly,,Netherlands,Belgium,1,2,1-2,Netherlands,away,W,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Louis Fourgous,https://www.rbfa.be/en/international-game/2099
1169,1922-05-21,15:30,International friendly,,Italy,Belgium,4,2,4-2,Italy,away,L,true,Viale Lombardia,Viale Lombardia,Milaan,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1169
1954,1923-02-04,00:00,International friendly,,Belgium,Spain,1,0,1-0,Spain,home,W,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1954
1568,1923-02-25,00:00,International friendly,,Belgium,France,4,1,4-1,France,home,W,true,Parc Duden Stadion,Stade du Parc Duden,Brussel,William J. Maxwell,E. Newman,https://www.rbfa.be/en/international-game/1568
1818,1923-03-19,00:00,International friendly,,England,Belgium,6,1,6-1,England,away,L,true,Highburry,Highburry,Londen,William J. Maxwell,George Noel Watson,https://www.rbfa.be/en/international-game/1818
1428,1923-04-29,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Ernst Albihn,https://www.rbfa.be/en/international-game/1428
1170,1923-05-05,00:00,International friendly,,Belgium,England,3,0,3-0,England,home,W,true,Molenbeek Saint-Jean Stadion,Stade de Molenbeek-Saint-Jean,Brussel,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1170
1171,1923-11-01,00:00,International friendly,,Belgium,England,2,2,2-2,England,home,D,true,Bosuil,Stade du Bosuil,Antwerpen,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1171
1172,1924-01-13,00:00,International friendly,,France,Belgium,2,0,2-0,France,away,L,true,Buffalo Stadion,Stade Buffalo,Parijs,William J. Maxwell,Thomas Small,https://www.rbfa.be/en/international-game/1172
1173,1924-03-23,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Lauritz Andersen,https://www.rbfa.be/en/international-game/1173
1174,1924-04-27,00:00,International friendly,,Belgium,Netherlands,1,1,1-1,Netherlands,home,D,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Arthur Kingscott,https://www.rbfa.be/en/international-game/1174
1870,1924-05-29,16:00,Olympic Games,,Sweden,Belgium,8,1,8-1,Sweden,away,L,true,Olympique Colombes Stadion,Olympique Colombes Stadion,Parijs,William J. Maxwell,Heinrich Retschury,https://www.rbfa.be/en/international-game/1870
1331,1924-10-05,00:00,International friendly,,Denmark,Belgium,2,1,2-1,Denmark,away,L,true,Idraetsparken Stadion,Idraetsparken Stadion,Kopenhagen,William J. Maxwell,Otto Olsson,https://www.rbfa.be/en/international-game/1331
1176,1924-11-11,00:00,International friendly,,Belgium,France,3,0,3-0,France,home,W,true,Daring Club Stadion,Stade du Daring Club,Brussel,William J. Maxwell,Ruben Gelbord,https://www.rbfa.be/en/international-game/1176
1177,1924-12-08,00:00,International friendly,,England,Belgium,4,0,4-0,England,away,L,true,The Hawthorns,The Hawthorns,Birmingham,William J. Maxwell,James Mac Farlane,https://www.rbfa.be/en/international-game/1177
1178,1925-03-15,00:00,International friendly,,Belgium,Netherlands,0,1,0-1,Netherlands,home,L,true,Kiel,Le Kiel,Antwerpen,William J. Maxwell,Arthur Kingscott,https://www.rbfa.be/en/international-game/1178
1704,1925-05-03,00:00,International friendly,,Netherlands,Belgium,5,0,5-0,Netherlands,away,L,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Heinrich Retschury,https://www.rbfa.be/en/international-game/1704
2142,1925-05-21,00:00,International friendly,,Hungary,Belgium,1,3,1-3,Hungary,away,W,true,Mtk Stadion,Mtk Stadion,Budapest,William J. Maxwell,Jacques Hirrle,https://www.rbfa.be/en/international-game/2142
1179,1925-05-24,00:00,International friendly,,Switzerland,Belgium,0,0,0-0,Switzerland,away,D,true,Stade De La Pontaise,Stade de la Pontaise,Lausanne,William J. Maxwell,Heinrich Retschury,https://www.rbfa.be/en/international-game/1179
1819,1925-12-13,00:00,International friendly,,Belgium,Austria,3,4,3-4,Austria,home,L,true,Pont D'Ougrée,Stade du Pont d'Ougrée,Liège,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1819
1181,1926-02-14,00:00,International friendly,,Belgium,Hungary,0,2,0-2,Hungary,home,L,true,Molenbeek Saint-Jean Stadion,Stade de Molenbeek-Saint-Jean,Brussel,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1181
1833,1926-03-14,00:00,International friendly,,Belgium,Netherlands,1,1,1-1,Netherlands,home,D,true,Bosuil,Stade du Bosuil,Antwerpen,William J. Maxwell,John Lucas,https://www.rbfa.be/en/international-game/1833
1182,1926-04-11,00:00,International friendly,,France,Belgium,4,3,4-3,France,away,L,true,Pershing Stadion,Pershing Stadion,Parijs,William J. Maxwell,Albert Prince-Cox,https://www.rbfa.be/en/international-game/1182
1569,1926-05-02,00:00,International friendly,,Netherlands,Belgium,1,5,1-5,Netherlands,away,W,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Felix Herren,https://www.rbfa.be/en/international-game/1569
1183,1926-05-24,00:00,International friendly,,Belgium,England,3,5,3-5,England,home,L,true,Olympisch Stadion,Stade olympique,Antwerpen,William J. Maxwell,Heinrich Retschury,https://www.rbfa.be/en/international-game/1183
1955,1926-06-20,00:00,International friendly,,Belgium,France,2,2,2-2,France,home,D,true,Daring Club Stadion,Stade du Daring Club,Brussel,William J. Maxwell,John Lucas,https://www.rbfa.be/en/international-game/1955
1667,1927-01-02,00:00,International friendly,,Belgium,Czecho-Slovakia,2,3,2-3,Czecho-Slovakia,home,L,true,Sclessin Stadion,Stade de Sclessin,Liège,William J. Maxwell,Willem Eymers,https://www.rbfa.be/en/international-game/1667
1185,1927-03-13,00:00,International friendly,,Belgium,Netherlands,2,0,2-0,Netherlands,home,W,true,Bosuil,Stade du Bosuil,Antwerpen,William J. Maxwell,Stanley Rous,https://www.rbfa.be/en/international-game/1185
1186,1927-04-03,00:00,International friendly,,Belgium,Sweden,2,1,2-1,Sweden,home,W,true,Parc Duden Stadion,Stade du Parc Duden,Brussel,William J. Maxwell,Willem Eymers,https://www.rbfa.be/en/international-game/1186
1187,1927-05-01,00:00,International friendly,,Netherlands,Belgium,3,2,3-2,Netherlands,away,L,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Stanley Rous,https://www.rbfa.be/en/international-game/1187
1820,1927-05-11,00:00,International friendly,,Belgium,England,1,9,1-9,England,home,L,true,Molenbeek Saint-Jean Stadion,Stade de Molenbeek-Saint-Jean,Brussel,William J. Maxwell,Johannes Mutters,https://www.rbfa.be/en/international-game/1820
1570,1927-05-22,00:00,International friendly,,Austria,Belgium,4,1,4-1,Austria,away,L,true,Hobe Warte Stadion,Hobe Warte Stadion,Wenen,William J. Maxwell,Mihaly Ivancsics,https://www.rbfa.be/en/international-game/1570
1188,1927-05-26,00:00,International friendly,,Czecho-Slovakia,Belgium,4,0,4-0,Czecho-Slovakia,away,L,true,Letna Stadion,Letna Stadion,Praha,William J. Maxwell,Jacques Hirrle,https://www.rbfa.be/en/international-game/1188
1705,1927-09-04,00:00,International friendly,,Sweden,Belgium,7,0,7-0,Sweden,away,L,true,Stockholms Stadion,Stockholms Stadion,Stockholm,William J. Maxwell,Sophus Hansen,https://www.rbfa.be/en/international-game/1705
1866,1928-01-08,00:00,International friendly,,Belgium,Austria,1,2,1-2,Austria,home,L,true,Daring Club Stadion,Stade du Daring Club,Brussel,William J. Maxwell,Egelbert Van Bisselick,https://www.rbfa.be/en/international-game/1866
1189,1928-02-12,00:00,International friendly,,Belgium,E.L. Ireland,2,4,2-4,E.L. Ireland,home,L,true,Sclessin Stadion,Stade de Sclessin,Liège,William J. Maxwell,Arthur Kingscott,https://www.rbfa.be/en/international-game/1189
1711,1928-03-11,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Sportpark Stadion,Stade du Sportpark,Amsterdam,William J. Maxwell,Thomas Crew,https://www.rbfa.be/en/international-game/1711
1190,1928-04-01,00:00,International friendly,,Belgium,Netherlands,1,0,1-0,Netherlands,home,W,true,Bosuil,Stade du Bosuil,Antwerpen,William J. Maxwell,Eugen Braun,https://www.rbfa.be/en/international-game/1190
1191,1928-04-15,00:00,International friendly,,France,Belgium,2,3,2-3,France,away,W,true,Yves Du Manois Stadion,Stade Yves-du-Manoir,Colombes,William J. Maxwell,Albert Prince-Cox,https://www.rbfa.be/en/international-game/1191
1192,1928-05-19,00:00,International friendly,,Belgium,England,1,3,1-3,England,home,L,true,Olympisch Stadion,Stade olympique,Antwerpen,William J. Maxwell,Heinrich Retschury,https://www.rbfa.be/en/international-game/1192
1155,1928-05-27,19:00,Olympic Games,,Luxembourg,Belgium,3,5,3-5,Luxembourg,away,W,true,Olympisch Stadion,Stade olympique,Amsterdam,Victor Lowenfeldt,Lorenzo Martinez,https://www.rbfa.be/en/international-game/1155
1156,1928-06-02,16:00,Olympic Games,,Argentina,Belgium,6,3,6-3,Argentina,away,L,true,Olympisch Stadion,Stade olympique,Amsterdam,Victor Lowenfeldt,Achille Malcher,https://www.rbfa.be/en/international-game/1156
1427,1928-06-05,14:00,Olympic Games,,Netherlands,Belgium,3,1,3-1,Netherlands,away,L,true,Schuttersveld,Stade du Schuttersveld,Rotterdam,Victor Lowenfeldt,Achille Gama,https://www.rbfa.be/en/international-game/1427
1953,1928-11-04,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Olympisch Stadion,Stade olympique,Amsterdam,Victor Lowenfeldt,Achille Malcher,https://www.rbfa.be/en/international-game/1953
1157,1929-04-20,00:00,International friendly,,E.L. Ireland,Belgium,4,0,4-0,E.L. Ireland,away,L,true,Dalymount Park,Dalymount Park,Dublin,Victor Lowenfeldt,rous Stanley,https://www.rbfa.be/en/international-game/1157
1158,1929-05-05,00:00,International friendly,,Belgium,Netherlands,3,1,3-1,Netherlands,home,W,true,Olympisch Stadion,Stade olympique,Antwerpen,Victor Lowenfeldt,Reginald Rudd,https://www.rbfa.be/en/international-game/1158
1159,1929-05-11,00:00,International friendly,,Belgium,England,1,5,1-5,England,home,L,true,Parc Duden Stadion,Stade du Parc Duden,Brussel,Victor Lowenfeldt,Achille Malcher,https://www.rbfa.be/en/international-game/1159
1160,1929-05-26,00:00,International friendly,,Belgium,France,4,1,4-1,France,home,W,true,Stade Oscar Flesch,Stade Oscar Flesch,Liège,Victor Lowenfeldt,René Mercet,https://www.rbfa.be/en/international-game/1160
1817,1930-04-13,00:00,International friendly,,France,Belgium,1,6,1-6,France,away,W,true,Yves Du Manoir Stadion,Stade Yves-du-Manoir,Colombes,Victor Lowenfeldt,Paul Ruoff,https://www.rbfa.be/en/international-game/1817
1162,1930-05-04,00:00,International friendly,,Netherlands,Belgium,2,2,2-2,Netherlands,away,D,true,Olympisch Stadion,Stade olympique,Amsterdam,Victor Lowenfeldt,Heinrich Retschury,https://www.rbfa.be/en/international-game/1162
230,1930-05-11,00:00,International friendly,,Belgium,E.L. Ireland,1,3,1-3,E.L. Ireland,home,L,true,Stade Charles Malis,Stade Charles Malis,Brussel,Victor Lowenfeldt,Ramon Melcon,https://www.rbfa.be/en/international-game/230
1163,1930-05-18,00:00,International friendly,,Belgium,Netherlands,3,1,3-1,Netherlands,home,W,true,Olympisch Stadion,Stade olympique,Antwerpen,Victor Lowenfeldt,Paul Ruoff,https://www.rbfa.be/en/international-game/1163
2043,1930-05-25,00:00,International friendly,,Belgium,France,1,2,1-2,France,home,L,true,Pont D'Ougrée,Stade du Pont d'Ougrée,Liège,Victor Lowenfeldt,Gustav Ekberg,https://www.rbfa.be/en/international-game/2043
1164,1930-06-08,00:00,International friendly,,Belgium,Portugal,2,1,2-1,Portugal,home,W,true,Bosuil,Stade du Bosuil,Antwerpen,Victor Lowenfeldt,Johannes Mutters,https://www.rbfa.be/en/international-game/1164
1165,1930-07-13,00:00,FIFA World Cup,Uruguay - 1930,USA,Belgium,3,0,3-0,USA,away,L,true,Nacional Stadion,Nacional Stadion,Montevideo,Hector Goetinck,José Macias,https://www.rbfa.be/en/international-game/1165
1450,1930-07-20,15:00,FIFA World Cup,Uruguay - 1930,Paraguay,Belgium,1,0,1-0,Paraguay,away,L,true,Centenario Stadion,Centenario Stadion,Montevideo,Hector Goetinck,Ricardo Vallarino,https://www.rbfa.be/en/international-game/1450
1166,1930-09-21,00:00,International friendly,,Belgium,Czecho-Slovakia,2,3,2-3,Czecho-Slovakia,home,L,true,Bosuil,Stade du Bosuil,Antwerpen,Hector Goetinck,José Mas,https://www.rbfa.be/en/international-game/1166
1131,1930-09-28,00:00,International friendly,,Belgium,Sweden,2,2,2-2,Sweden,home,D,true,Stade Oscar Flesch,Stade Oscar Flesch,Liège,Hector Goetinck,Adolf Miesz,https://www.rbfa.be/en/international-game/1131
1132,1930-12-07,00:00,International friendly,,France,Belgium,2,2,2-2,France,away,D,true,Buffalo Stadion,Stade Buffalo,Montrouge,Hector Goetinck,René Mercet,https://www.rbfa.be/en/international-game/1132
1566,1931-03-29,00:00,International friendly,,Netherlands,Belgium,3,2,3-2,Netherlands,away,L,true,Olympisch Stadion,Stade olympique,Amsterdam,Hector Goetinck,Albino Carraro,https://www.rbfa.be/en/international-game/1566
1614,1931-05-03,00:00,International friendly,,Belgium,Netherlands,4,2,4-2,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Hector Goetinck,Sophus Hansen,https://www.rbfa.be/en/international-game/1614
1133,1931-05-16,00:00,International friendly,,Belgium,England,1,4,1-4,England,home,L,true,Stade Charles Malis,Stade Charles Malis,Brussel,Hector Goetinck,Peter Josef Bauwens,https://www.rbfa.be/en/international-game/1133
1134,1931-05-31,00:00,International friendly,,Portugal,Belgium,3,2,3-2,Portugal,away,L,true,Lumiar Stadion,Lumiar Stadion,Lissabon,Hector Goetinck,Ramon Melcon,https://www.rbfa.be/en/international-game/1134
1135,1931-10-11,00:00,International friendly,,Belgium,Poland,2,1,2-1,Poland,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Hector Goetinck,Johannes Mutters,https://www.rbfa.be/en/international-game/1135
1426,1931-12-06,00:00,International friendly,,Belgium,Switzerland,2,1,2-1,Switzerland,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Hector Goetinck,Stanley Rous,https://www.rbfa.be/en/international-game/1426
2098,1932-03-20,00:00,International friendly,,Belgium,Netherlands,1,4,1-4,Netherlands,home,L,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Hector Goetinck,Walter Musther,https://www.rbfa.be/en/international-game/2098
1951,1932-04-17,00:00,International friendly,,Netherlands,Belgium,2,1,2-1,Netherlands,away,L,true,Olympisch Stadion,Stade olympique,Amsterdam,Hector Goetinck,Paul Ruoff,https://www.rbfa.be/en/international-game/1951
