id,date,time,competition,tournament,home_team,away_team,home_goals,away_goals,score,opponent,venue,result,played,stadium,stadium_fr,city,belgium_coach,referee,url
1326,1952-04-06,00:00,International friendly,,Belgium,Netherlands,4,2,4-2,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Bill Gormlie,J. Topliss,https://www.rbfa.be/en/international-game/1326
1096,1952-05-22,00:00,International friendly,,Belgium,France,1,2,1-2,France,home,L,true,Heizelstadion,Stade du Heysel,Brussel,Bill Gormlie,Paul Von Wartburg,https://www.rbfa.be/en/international-game/1096
1865,1952-10-19,00:00,International friendly,,Belgium,Netherlands,2,1,2-1,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Bill Gormlie,William Ling,https://www.rbfa.be/en/international-game/1865
1062,1952-11-26,00:00,International friendly,,England,Belgium,5,0,5-0,England,away,L,true,Wembley Stadium,Stade de Wembley,Londen,Bill Gormlie,Leopold Sylvain Horn,https://www.rbfa.be/en/international-game/1062
1063,1952-12-25,00:00,International friendly,,France,Belgium,0,1,0-1,France,away,W,true,Yves Du Manoir Stadion,Stade Yves-du-Manoir,Colombes,Bill Gormlie,Williams Robert Evans,https://www.rbfa.be/en/international-game/1063
1324,1953-03-19,00:00,International friendly,,Spain,Belgium,3,1,3-1,Spain,away,L,true,Las Corts,Las Corts,Barcelona,Bill Gormlie,Santos Reis,https://www.rbfa.be/en/international-game/1324
1065,1953-04-19,00:00,International friendly,,Netherlands,Belgium,0,2,0-2,Netherlands,away,W,true,Olympisch Stadion,Stade olympique,Amsterdam,Bill Gormlie,Sten Ahlner,https://www.rbfa.be/en/international-game/1065
1066,1953-05-14,00:00,International friendly,,Belgium,Yugoslavia,1,3,1-3,Yugoslavia,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Bill Gormlie,Emil Schmetzer,https://www.rbfa.be/en/international-game/1066
1945,1953-05-25,00:00,Qualifying round,Switzerland - 1954,Finland,Belgium,2,4,2-4,Finland,away,W,true,Olympiastadion,Stade olympique de Berlin,Helsinki,Bill Gormlie,M. Leo Helge,https://www.rbfa.be/en/international-game/1945
1067,1953-05-28,00:00,Qualifying round,,Sweden,Belgium,2,3,2-3,Sweden,away,W,true,Rasunda Stadium,Rasunda Stadium,Stockholm,Bill Gormlie,M. Jack Mowat,https://www.rbfa.be/en/international-game/1067
1069,1953-09-23,00:00,Qualifying round,Switzerland - 1954,Belgium,Finland,2,2,2-2,Finland,home,D,true,Heizelstadion,Stade du Heysel,Brussel,David Livingstone,René Baumberger,https://www.rbfa.be/en/international-game/1069
1070,1953-10-08,00:00,Qualifying round,Switzerland - 1954,Belgium,Sweden,2,0,2-0,Sweden,home,W,true,Heizelstadion,Stade du Heysel,Brussel,David Livingstone,Klas Schipper,https://www.rbfa.be/en/international-game/1070
1809,1953-10-25,00:00,International friendly,,Netherlands,Belgium,1,0,1-0,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,David Livingstone,William Ling,https://www.rbfa.be/en/international-game/1809
1071,1953-11-22,00:00,International friendly,,Switzerland,Belgium,2,2,2-2,Switzerland,away,D,true,Hardturmstadion,Hardturmstadion,Zurich,David Livingstone,Emil Schmetzer,https://www.rbfa.be/en/international-game/1071
1661,1954-03-14,00:00,International friendly,,Belgium,Portugal,0,0,0-0,Portugal,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,David Livingstone,Dean Harzic,https://www.rbfa.be/en/international-game/1661
1072,1954-04-04,00:00,International friendly,,Belgium,Netherlands,4,0,4-0,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,David Livingstone,Erich Steiner,https://www.rbfa.be/en/international-game/1072
1073,1954-05-09,00:00,International friendly,,Yugoslavia,Belgium,0,2,0-2,Yugoslavia,away,W,true,Maksimir,Maksimir,Zagreb,David Livingstone,Erich Steiner,https://www.rbfa.be/en/international-game/1073
1075,1954-05-30,00:00,International friendly,,Belgium,France,3,3,3-3,France,home,D,true,Heizelstadion,Stade du Heysel,Brussel,David Livingstone,VASA Stefanovic,https://www.rbfa.be/en/international-game/1075
1076,1954-06-17,18:10,FIFA World Cup,Switzerland - 1954,England,Belgium,4,4,4-4,England,away,D,true,Sankt Jakob Stadion,Parc Saint-Jacques,Basel,David Livingstone,Emil Schmetzer,https://www.rbfa.be/en/international-game/1076
1564,1954-06-20,17:00,FIFA World Cup,Switzerland - 1954,Italy,Belgium,4,1,4-1,Italy,away,L,true,Stadio Communale Cornaredo,Stadio Communale Cornaredo,Lugano,David Livingstone,Erich Steiner,https://www.rbfa.be/en/international-game/1564
1077,1954-09-26,00:00,International friendly,,Belgium,Germany,2,0,2-0,Germany,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,David Livingstone,Just Bronkhorst,https://www.rbfa.be/en/international-game/1077
2096,1954-10-24,00:00,International friendly,,Belgium,Netherlands,4,3,4-3,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,David Livingstone,M. Reginald Leafe,https://www.rbfa.be/en/international-game/2096
1078,1954-11-11,00:00,International friendly,,France,Belgium,2,2,2-2,France,away,D,true,Yves Du Manoir Stadion,Stade Yves-du-Manoir,Colombes,David Livingstone,R. Tamarit,https://www.rbfa.be/en/international-game/1078
1612,1955-01-16,00:00,International friendly,,Italy,Belgium,1,0,1-0,Italy,away,L,true,Stadio Della Vittoria,Stade della Vittoria,Bari,André Vandeweyer,Sander Harangozo,https://www.rbfa.be/en/international-game/1612
1079,1955-04-03,00:00,International friendly,,Netherlands,Belgium,1,0,1-0,Netherlands,away,L,true,Olympisch Stadion,Stade olympique,Amsterdam,André Vandeweyer,Arthur Ellis,https://www.rbfa.be/en/international-game/1079
1422,1955-06-05,00:00,International friendly,,Belgium,Czecho-Slovakia,1,3,1-3,Czecho-Slovakia,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Carl Jörgensen,https://www.rbfa.be/en/international-game/1422
1080,1955-09-25,00:00,International friendly,,Czecho-Slovakia,Belgium,5,2,5-2,Czecho-Slovakia,away,L,true,Strahov Stadion,Strahov Stadion,Praag,André Vandeweyer,M. Andor Dorogi,https://www.rbfa.be/en/international-game/1080
2112,1955-09-28,00:00,International friendly,,Romania,Belgium,1,0,1-0,Romania,away,L,true,23 Augustus Stadion,23 Augustus Stadion,Boekarest,André Vandeweyer,M. Martin Macko,https://www.rbfa.be/en/international-game/2112
2095,1955-10-16,00:00,International friendly,,Netherlands,Belgium,2,2,2-2,Netherlands,away,D,true,De Kuip,De Kuip,Rotterdam,André Vandeweyer,M. Giovanni Bernardi,https://www.rbfa.be/en/international-game/2095
1042,1955-12-25,00:00,International friendly,,Belgium,France,2,1,2-1,France,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Just Bronkhorst,https://www.rbfa.be/en/international-game/1042
1043,1956-03-11,00:00,International friendly,,Belgium,Switzerland,1,3,1-3,Switzerland,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Wershoven,https://www.rbfa.be/en/international-game/1043
1045,1956-04-08,00:00,International friendly,,Belgium,Netherlands,0,1,0-1,Netherlands,home,L,true,Bosuil,Stade du Bosuil,Antwerpen,André Vandeweyer,M. Alf Bond,https://www.rbfa.be/en/international-game/1045
1046,1956-06-03,00:00,International friendly,,Belgium,Hungary,5,4,5-4,Hungary,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,Leopold Sylvain Horn,https://www.rbfa.be/en/international-game/1046
1943,1956-10-14,00:00,International friendly,,Belgium,Netherlands,2,3,2-3,Netherlands,home,L,true,Bosuil,Stade du Bosuil,Antwerpen,André Vandeweyer,M. Vincenzo Orlandini,https://www.rbfa.be/en/international-game/1943
1047,1956-11-11,00:00,Qualifying round,Sweden - 1958,France,Belgium,6,3,6-3,France,away,L,true,Yves Du Manoir Stadion,Stade Yves-du-Manoir,Colombes,André Vandeweyer,John Clough,https://www.rbfa.be/en/international-game/1047
1048,1956-12-23,00:00,International friendly,,West Germany,Belgium,4,1,4-1,West Germany,away,L,true,Müngersdorfstadion,Stade de Müngersdorf,Keulen,André Vandeweyer,M. Just Bronkhorst,https://www.rbfa.be/en/international-game/1048
1807,1957-03-31,00:00,International friendly,,Belgium,Spain,0,5,0-5,Spain,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Jozef Gulde,https://www.rbfa.be/en/international-game/1807
1049,1957-04-28,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Olympisch Stadion,Stade olympique,Amsterdam,André Vandeweyer,M. Alfred Grill,https://www.rbfa.be/en/international-game/1049
1050,1957-05-26,00:00,International friendly,,Belgium,Romania,1,0,1-0,Romania,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Alf Bond,https://www.rbfa.be/en/international-game/1050
1700,1957-06-05,00:00,Qualification,Sweden - 1958,Belgium,Iceland,8,3,8-3,Iceland,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,André Vandeweyer,M. Ady Blitgen,https://www.rbfa.be/en/international-game/1700
1051,1957-09-04,00:00,Qualification,Sweden - 1958,Iceland,Belgium,2,5,2-5,Iceland,away,W,true,Laugardalsvöllur Stadion,Laugardalsvöllur Stadion,Reykjavik,Louis Nicolay,Robert Holley Davidson,https://www.rbfa.be/en/international-game/1051
1052,1957-10-27,00:00,Qualifying round,Sweden - 1958,Belgium,France,0,0,0-0,France,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Geza Toldi,Leo Helge,https://www.rbfa.be/en/international-game/1052
1053,1957-11-17,00:00,International friendly,,Netherlands,Belgium,5,2,5-2,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Geza Toldi,M. Bengt Lundell,https://www.rbfa.be/en/international-game/1053
1054,1957-12-08,00:00,International friendly,,Turkey,Belgium,1,1,1-1,Turkey,away,D,true,19 Mayis Stadion,19 Mayis Stadion,Ankara,Geza Toldi,M. R. Pieri,https://www.rbfa.be/en/international-game/1054
1563,1958-03-02,00:00,International friendly,,Belgium,West Germany,0,2,0-2,West Germany,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Geza Toldi,M. Reginald Leafe,https://www.rbfa.be/en/international-game/1563
1056,1958-04-13,00:00,International friendly,,Belgium,Netherlands,2,7,2-7,Netherlands,home,L,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Geza Toldi,M. Jack Mowat,https://www.rbfa.be/en/international-game/1056
1057,1958-05-26,00:00,International friendly,,Switzerland,Belgium,0,2,0-2,Switzerland,away,W,true,Hardturmstadion,Hardturmstadion,Zurich,Geza Toldi,M. Juan Gardeazabal,https://www.rbfa.be/en/international-game/1057
1058,1958-09-28,00:00,International friendly,,Belgium,Netherlands,2,3,2-3,Netherlands,home,L,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,Istvan Zsolt,https://www.rbfa.be/en/international-game/1058
1059,1958-10-26,00:00,International friendly,,Belgium,Turkey,1,1,1-1,Turkey,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Constant Vanden Stock,M. Pierre Schwinte,https://www.rbfa.be/en/international-game/1059
1660,1958-11-23,00:00,International friendly,,Hungary,Belgium,3,1,3-1,Hungary,away,L,true,Nepstadion,Nepstadion,Budapest,Constant Vanden Stock,Leo Lemecic,https://www.rbfa.be/en/international-game/1660
1323,1959-03-01,00:00,International friendly,,France,Belgium,2,2,2-2,France,away,D,true,Yves Du Manoir Stadion,Stade Yves-du-Manoir,Colombes,Constant Vanden Stock,John Kelly,https://www.rbfa.be/en/international-game/1323
1808,1959-04-19,00:00,International friendly,,Netherlands,Belgium,2,2,2-2,Netherlands,away,D,true,Olympisch Stadion,Stade olympique,Amsterdam,Constant Vanden Stock,Maurice Guigue,https://www.rbfa.be/en/international-game/1808
1060,1959-05-24,00:00,International friendly,,Belgium,Austria,0,2,0-2,Austria,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Karol Galba,https://www.rbfa.be/en/international-game/1060
1061,1959-06-14,00:00,International friendly,,Austria,Belgium,4,2,4-2,Austria,away,L,true,Prater Stadion,Stade Ernst-Happel,Wenen,Constant Vanden Stock,M. Daniel Mellet,https://www.rbfa.be/en/international-game/1061
1944,1959-10-04,00:00,International friendly,,Netherlands,Belgium,9,1,9-1,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Constant Vanden Stock,M. Kelly,https://www.rbfa.be/en/international-game/1944
1420,1960-02-28,00:00,International friendly,,Belgium,France,1,0,1-0,France,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Constant Vanden Stock,GOTTFRIED Dienst,https://www.rbfa.be/en/international-game/1420
1806,1960-03-27,00:00,International friendly,,Belgium,Switzerland,3,1,3-1,Switzerland,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Johannes Malka,https://www.rbfa.be/en/international-game/1806
1028,1960-04-13,00:00,International friendly,,Belgium,Chile,1,1,1-1,Chile,home,D,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Michel Devillers,https://www.rbfa.be/en/international-game/1028
1029,1960-04-24,00:00,International friendly,,Belgium,Netherlands,2,1,2-1,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,John Kelly,https://www.rbfa.be/en/international-game/1029
1030,1960-05-22,00:00,International friendly,,Bulgaria,Belgium,4,1,4-1,Bulgaria,away,L,true,Vasil Levski Stadion,Vasil Levski Stadion,Sofia,Constant Vanden Stock,M. Nicolaï Latychev,https://www.rbfa.be/en/international-game/1030
1942,1960-10-02,00:00,International friendly,,Belgium,Netherlands,1,4,1-4,Netherlands,home,L,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,Robert Holley Davidson,https://www.rbfa.be/en/international-game/1942
2016,1960-10-19,00:00,Qualification,Chile - 1962,Sweden,Belgium,2,0,2-0,Sweden,away,L,true,Rasunda Stadion,Rasunda Stadion,Stockholm,Constant Vanden Stock,M. Tomas Wharton,https://www.rbfa.be/en/international-game/2016
1322,1960-10-30,00:00,International friendly,,Belgium,Hungary,2,1,2-1,Hungary,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Kurt Tschenscher,https://www.rbfa.be/en/international-game/1322
1031,1960-11-20,00:00,Qualification,Chile - 1962,Belgium,Switzerland,2,4,2-4,Switzerland,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Friedrich Seipelt,https://www.rbfa.be/en/international-game/1031
1033,1961-03-08,00:00,International friendly,,West Germany,Belgium,1,0,1-0,West Germany,away,L,true,Waldstadion,Waldstadion,Frankfurt,Constant Vanden Stock,M. Jozef Gulde,https://www.rbfa.be/en/international-game/1033
2094,1961-03-15,00:00,International friendly,,France,Belgium,1,1,1-1,France,away,D,true,Parc Des Princes,Parc des Princes,Parijs,Constant Vanden Stock,John Kelly,https://www.rbfa.be/en/international-game/2094
1034,1961-03-22,00:00,International friendly,,Netherlands,Belgium,6,2,6-2,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Constant Vanden Stock,M. Karol Galba,https://www.rbfa.be/en/international-game/1034
1035,1961-05-20,00:00,Qualification,Chile - 1962,Switzerland,Belgium,2,1,2-1,Switzerland,away,L,true,Stade De La Pontaise,Stade de la Pontaise,Lausanne,Constant Vanden Stock,M. Andor Dorogi,https://www.rbfa.be/en/international-game/1035
1036,1961-10-04,00:00,Qualification,Chile - 1962,Belgium,Sweden,0,2,0-2,Sweden,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Francisco Guerra,https://www.rbfa.be/en/international-game/1036
1037,1961-10-18,00:00,International friendly,,Belgium,France,3,0,3-0,France,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Constant Vanden Stock,Kevin Howley,https://www.rbfa.be/en/international-game/1037
1038,1961-11-12,00:00,International friendly,,Netherlands,Belgium,0,4,0-4,Netherlands,away,W,true,Olympisch Stadion,Stade olympique,Amsterdam,Constant Vanden Stock,Robert Holley Davidson,https://www.rbfa.be/en/international-game/1038
1986,1961-12-24,00:00,International friendly,,Belgium,Bulgaria,4,0,4-0,Bulgaria,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. Ken Aston,https://www.rbfa.be/en/international-game/1986
2039,1962-04-01,00:00,International friendly,,Belgium,Netherlands,3,1,3-1,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,M. Campanati,https://www.rbfa.be/en/international-game/2039
2149,1962-05-13,16:00,International friendly,,Belgium,Italy,1,3,1-3,Italy,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Constant Vanden Stock,M. Frede Hansen,https://www.rbfa.be/en/international-game/2149
1039,1962-05-17,00:00,International friendly,,Portugal,Belgium,1,2,1-2,Portugal,away,W,true,Alvalade Stadion,Alvalade Stadion,Lissabon,Constant Vanden Stock,M. Juan Gardeazabal,https://www.rbfa.be/en/international-game/1039
1611,1962-05-23,00:00,International friendly,,Poland,Belgium,2,0,2-0,Poland,away,L,true,Xe Anniversaire Stadion,Xe Anniversaire Stadion,Warschau,Constant Vanden Stock,M. Horvath,https://www.rbfa.be/en/international-game/1611
1040,1962-10-14,00:00,International friendly,,Belgium,Netherlands,2,0,2-0,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,José Caballero,https://www.rbfa.be/en/international-game/1040
1041,1962-11-04,00:00,Qualifying round,Spain - 1964,Serbia,Belgium,3,2,3-2,Serbia,away,L,true,Jna Stadion,Jna Stadion,Beograd,Constant Vanden Stock,M. Alois Obtulovic,https://www.rbfa.be/en/international-game/1041
1840,1962-12-02,00:00,International friendly,,Belgium,Spain,1,1,1-1,Spain,home,D,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,Marcel Bois,https://www.rbfa.be/en/international-game/1840
226,1963-03-03,00:00,International friendly,,Netherlands,Belgium,0,1,0-1,Netherlands,away,W,true,De Kuip,De Kuip,Rotterdam,Constant Vanden Stock,M. Kurt Tschenscher,https://www.rbfa.be/en/international-game/226
1005,1963-03-31,00:00,Qualifying round,Spain - 1964,Belgium,Yugoslavia,0,1,0-1,Yugoslavia,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,Antonio Caballero,https://www.rbfa.be/en/international-game/1005
1659,1963-04-24,00:00,International friendly,,Belgium,Brazil,5,1,5-1,Brazil,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,Leopold Sylvain Horn,https://www.rbfa.be/en/international-game/1659
1006,1963-10-20,00:00,International friendly,,Netherlands,Belgium,1,1,1-1,Netherlands,away,D,true,Olympisch Stadion,Stade olympique,Amsterdam,Constant Vanden Stock,Raoul Righi,https://www.rbfa.be/en/international-game/1006
1007,1963-12-01,00:00,International friendly,,Spain,Belgium,1,2,1-2,Spain,away,W,true,Mestalla,Mestalla,Valencia,Constant Vanden Stock,Marcel Bois,https://www.rbfa.be/en/international-game/1007
2110,1963-12-25,00:00,International friendly,,France,Belgium,1,2,1-2,France,away,W,true,Parc Des Princes,Parc des Princes,Parijs,Constant Vanden Stock,Josef Stoll,https://www.rbfa.be/en/international-game/2110
1610,1964-03-22,00:00,International friendly,,Belgium,Netherlands,0,0,0-0,Netherlands,home,D,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,M. Kevin Howley,https://www.rbfa.be/en/international-game/1610
2093,1964-04-15,00:00,International friendly,,Switzerland,Belgium,2,0,2-0,Switzerland,away,L,true,Stade Des Charmilles,Stade des Charmilles,Genève,Constant Vanden Stock,M. Rigato,https://www.rbfa.be/en/international-game/2093
1008,1964-05-03,00:00,International friendly,,Belgium,Portugal,1,2,1-2,Portugal,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Constant Vanden Stock,Leopold Sylvain Horn,https://www.rbfa.be/en/international-game/1008
1009,1964-09-30,00:00,International friendly,,Belgium,Netherlands,1,0,1-0,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,M. Concetto Lo Bello,https://www.rbfa.be/en/international-game/1009
1560,1964-10-21,00:00,International friendly,,England,Belgium,2,2,2-2,England,away,D,true,Wembley Stadium,Stade de Wembley,Londen,Constant Vanden Stock,M. Concetto Lo Bello,https://www.rbfa.be/en/international-game/1560
1010,1964-12-02,00:00,International friendly,,Belgium,France,3,0,3-0,France,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Constant Vanden Stock,Rudolf Kreitlein,https://www.rbfa.be/en/international-game/1010
1011,1965-03-24,00:00,International friendly,,Republic of Ireland,Belgium,0,2,0-2,Republic of Ireland,away,W,true,Dalymount Park,Dalymount Park,Dublin,Constant Vanden Stock,Albert Boogaerts,https://www.rbfa.be/en/international-game/1011
1419,1965-04-07,00:00,International friendly,,Belgium,Poland,0,0,0-0,Poland,home,D,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,Robert Holley Davidson,https://www.rbfa.be/en/international-game/1419
1012,1965-05-09,00:00,Qualification,England - 1966,Belgium,Israel,1,0,1-0,Israel,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,Poulsen M. Einer,https://www.rbfa.be/en/international-game/1012
1013,1965-06-02,00:00,International friendly,,Brazil,Belgium,5,0,5-0,Brazil,away,L,true,Maracana Stadion,Stade Maracanã,Rio De Janeiro,Constant Vanden Stock,Arturo Yamasaki,https://www.rbfa.be/en/international-game/1013
1014,1965-09-26,00:00,Qualification,England - 1966,Bulgaria,Belgium,3,0,3-0,Bulgaria,away,L,true,Slavia Stadion,Slavia Stadion,Sofia,Constant Vanden Stock,Konstantin Zecevic,https://www.rbfa.be/en/international-game/1014
1015,1965-10-27,00:00,Qualification,England - 1966,Belgium,Bulgaria,5,0,5-0,Bulgaria,home,W,true,Emile Versé Stadion,Stade Émile Versé,Brussel,Constant Vanden Stock,Marcel Bois,https://www.rbfa.be/en/international-game/1015
1941,1965-11-10,00:00,Qualification,England - 1966,Israel,Belgium,0,5,0-5,Israel,away,W,true,Ramat Gan Stadion,Ramat Gan Stadion,Tel-Aviv,Constant Vanden Stock,Antonio Sbardella,https://www.rbfa.be/en/international-game/1941
1016,1965-12-29,00:00,Qualification,England - 1966,Belgium,Bulgaria,1,2,1-2,Bulgaria,home,L,true,Comunale Stadion,Comunale Stadion,Firenze,Constant Vanden Stock,Antonio Sbardella,https://www.rbfa.be/en/international-game/1016
1699,1966-04-17,00:00,International friendly,,Netherlands,Belgium,3,1,3-1,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Constant Vanden Stock,M. James Finney,https://www.rbfa.be/en/international-game/1699
1017,1966-04-20,00:00,International friendly,,France,Belgium,0,3,0-3,France,away,W,true,Parc Des Princes,Parc des Princes,Parijs,Constant Vanden Stock,Daniel Zariquieguizco,https://www.rbfa.be/en/international-game/1017
1018,1966-05-22,00:00,International friendly,,Belgium,Russia,0,1,0-1,Russia,home,L,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,M. William Clements,https://www.rbfa.be/en/international-game/1018
1805,1966-05-25,00:00,International friendly,,Belgium,Republic of Ireland,2,3,2-3,Republic of Ireland,home,L,true,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Liège,Constant Vanden Stock,M. Pierre Schwinte,https://www.rbfa.be/en/international-game/1805
1864,1966-10-22,00:00,International friendly,,Belgium,Switzerland,1,0,1-0,Switzerland,home,W,true,Klokke,Stade de la Klokke,Brugge,Constant Vanden Stock,M. Pierre Schwinte,https://www.rbfa.be/en/international-game/1864
1019,1966-11-11,15:00,Qualification,Italy - 1968,Belgium,France,2,1,2-1,France,home,W,true,Stade Du Centenaire,Stade du Centenaire,Brussel,Constant Vanden Stock,John Keith Taylor,https://www.rbfa.be/en/international-game/1019
1020,1967-03-19,16:00,Qualification,Italy - 1968,Luxembourg,Belgium,0,5,0-5,Luxembourg,away,W,true,Josy Barthel Stadion,Stade Josy Barthel,Luxemburg,Constant Vanden Stock,M. Göppel,https://www.rbfa.be/en/international-game/1020
1021,1967-04-16,00:00,International friendly,,Belgium,Netherlands,1,0,1-0,Netherlands,home,W,true,Bosuil Stadion,Stade du Bosuil,Antwerpen,Constant Vanden Stock,M. Hans Joachim Weyland,https://www.rbfa.be/en/international-game/1021
1022,1967-05-21,12:00,Qualification,Italy - 1968,Poland,Belgium,3,1,3-1,Poland,away,L,true,Slaski Stadion,Slaski Stadion,Chorzow,Constant Vanden Stock,M. Toimo Olkku,https://www.rbfa.be/en/international-game/1022
2150,1967-10-08,15:00,Qualification,Italy - 1980,Belgium,Poland,2,4,2-4,Poland,home,L,true,Heizelstadion,Stade du Heysel,Brussel,Constant Vanden Stock,JUAN Gardeazabal,https://www.rbfa.be/en/international-game/2150
1023,1967-10-28,15:00,Qualification,Italy - 1980,France,Belgium,1,1,1-1,France,away,D,true,Marcel Saupin,Marcel Saupin,Nantes,Constant Vanden Stock,Francesco Francescon,https://www.rbfa.be/en/international-game/1023
1561,1967-11-22,19:30,Qualification,Italy - 1980,Belgium,Luxembourg,3,0,3-0,Luxembourg,home,W,true,Klokke,Stade de la Klokke,Brugge,Constant Vanden Stock,William Augustine O'Neill,https://www.rbfa.be/en/international-game/1561
1024,1968-01-10,00:00,International friendly,,Israel,Belgium,0,2,0-2,Israel,away,W,true,Blumfield Stadion,Blumfield Stadion,Tel-Aviv,Constant Vanden Stock,Rudolf Scheurer,https://www.rbfa.be/en/international-game/1024
1025,1968-03-06,00:00,International friendly,,Belgium,Germany,1,3,1-3,Germany,home,L,true,Heizelstadion,Stade du Heysel,Brussel,Constant Vanden Stock,Rudolf Scheurer,https://www.rbfa.be/en/international-game/1025
2108,1968-04-07,00:00,International friendly,,Netherlands,Belgium,1,2,1-2,Netherlands,away,W,true,Olympisch Stadion,Stade olympique,Amsterdam,Constant Vanden Stock,A. Patterson,https://www.rbfa.be/en/international-game/2108
1026,1968-04-24,00:00,International friendly,,Soviet Union,Belgium,1,0,1-0,Soviet Union,away,L,true,Lenin Stadion,Lenin Stadion,Moskou,Constant Vanden Stock,Milivoje Gugulovic,https://www.rbfa.be/en/international-game/1026
1321,1968-06-19,00:00,Qualifying round,Mexico - 1970,Finland,Belgium,1,2,1-2,Finland,away,W,true,Olympia,Olympia,Helsinki,Raymond Goethals,Anvar Zverev,https://www.rbfa.be/en/international-game/1321
199,1968-10-09,00:00,Qualifying round,Mexico - 1970,Belgium,Finland,6,1,6-1,Finland,home,W,true,Regenboogstadion,Stade de l'Arc-en-ciel,Waregem,Raymond Goethals,Janos Biroczki,https://www.rbfa.be/en/international-game/199
994,1968-10-16,00:00,Qualifying round,Mexico - 1970,Belgium,Yugoslavia,3,0,3-0,Yugoslavia,home,W,true,Emile Versé Stadion,Stade Émile Versé,Brussel,Raymond Goethals,Jozef Krnavek,https://www.rbfa.be/en/international-game/994
995,1968-12-11,00:00,Qualifying round,Mexico - 1970,Spain,Belgium,1,1,1-1,Spain,away,D,true,Estadio Bernabeu,Stade Santiago-Bernabéu,Madrid,Raymond Goethals,Salvador Heliodor Garcia,https://www.rbfa.be/en/international-game/995
