Date,Lieu,,Hôte,Visiteur,,Score,Compétition,Article,,Vidéo,,Vidéo
18/06/2016,Nice,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Irlande,https://ds1.static.rtbf.be/uploader/image/6/c/8/beta_6113da8b65c42624359cbbc1b82dd069.png,3-0,Euro 2016,https://www.rtbf.be/sport/football/euro/detail_suivez-belgique-irlande-en-direct-live-des-15h?id=9318910,"<a href=""https://www.rtbf.be/auvio/recherche?q=Belgique-Irlande+%283-0%29+%3A+Le+r%C3%A9sum%C3%A9+%28K.+Paepen%29"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/recherche?q=Belgique-Irlande+%283-0%29+%3A+Le+r%C3%A9sum%C3%A9+%28K.+Paepen%29,200,https://www.rtbf.be/auvio/recherche?q=Belgique-Irlande+%283-0%29+%3A+Le+r%C3%A9sum%C3%A9+%28K.+Paepen%29
13/06/2016,Lyon,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Italie,https://ds1.static.rtbf.be/uploader/image/d/f/1/beta_0ae637143d6f38c971f6e3c0be0c86a8.png,0-2,Euro 2016,https://www.rtbf.be/article/suivez-belgique-italie-en-direct-live-des-21h-9318734,"<a href=""http://www.rtbf.be/auvio/detail_le-resume-de-belgique-italie-0-2-13-juin-2016-c-de-waseige?id=2118740"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/auvio/detail_le-resume-de-belgique-italie-0-2-13-juin-2016-c-de-waseige?id=2118740,200,http://www.rtbf.be/auvio/detail_le-resume-de-belgique-italie-0-2-13-juin-2016-c-de-waseige?id=2118740
05/06/2016,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Norvège,https://ds1.static.rtbf.be/uploader/image/f/0/7/beta_eb8cf76e7a2e5c8b12aa0cd162cd16a8.png,3-2,Amical,https://www.rtbf.be/sport/football/diablesrouges/detail_suivez-belgique-norvege-en-direct-video-live-des-20h?id=9316862&gclid=EAIaIQobChMI_t3OrZGz3gIV0-R3Ch3BFgiOEAAYAiAAEgIeAfD_BwE,"<a href=""https://www.rtbf.be/auvio/detail_belgique-norvege-le-resume-jt-3-2?id=2116094"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_belgique-norvege-le-resume-jt-3-2?id=2116094,200,https://www.rtbf.be/auvio/detail_belgique-norvege-le-resume-jt-3-2?id=2116094
01/06/2016,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Finlande,https://static-content.rtbf.be/uploader/image/6/e/2/beta_0382c58ffaa212e2caeb9ae3d4a18e26.png,1-1,Amical,https://www.rtbf.be/sport/football/euro/detail_belgique-finlande-les-compos-probables-live-video-des-20h15?id=9313327,"<a href=""https://www.rtbf.be/auvio/detail_belgique-finlande-1-1-le-resume?id=2115311"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_belgique-finlande-1-1-le-resume?id=2115311,200,https://www.rtbf.be/auvio/detail_belgique-finlande-1-1-le-resume?id=2115311
28/05/2016,Genève,https://ds1.static.rtbf.be/uploader/image/f/5/1/beta_bee1d2c735dc1b27f3e30a6499fbb2e7.png,Suisse,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-2,Amical,https://www.rtbf.be/sport/football/diablesrouges/detail_suisse-belgique-les-compos-probables-live-des-15h30?id=9310217,"<a href=""https://www.rtbf.be/auvio/detail_suisse-belgique-1-2-le-resume?id=2114022"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_suisse-belgique-1-2-le-resume?id=2114022,200,https://www.rtbf.be/auvio/detail_suisse-belgique-1-2-le-resume?id=2114022
29/03/2016,Leira,https://ds1.static.rtbf.be/uploader/image/8/8/e/beta_2c6da37f3e71e875008aab66fa999ea6.png,Portugal,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,2-1,Amical,https://www.rtbf.be/sport/football/diablesrouges/detail_portugal-belgique-les-compositions-probables-live-20h45?id=9254451,"<a href=""https://www.rtbf.be/auvio/detail_portugal-belgique-2-1-le-resume-jt?id=2096040&gclid=EAIaIQobChMI7vqck5Oz3gIVzeR3Ch1XMAEJEAAYAyAAEgKS1_D_BwE"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_portugal-belgique-2-1-le-resume-jt?id=2096040&gclid=EAIaIQobChMI7vqck5Oz3gIVzeR3Ch1XMAEJEAAYAyAAEgKS1_D_BwE,200,https://www.rtbf.be/auvio/detail_portugal-belgique-2-1-le-resume-jt?id=2096040&gclid=EAIaIQobChMI7vqck5Oz3gIVzeR3Ch1XMAEJEAAYAyAAEgKS1_D_BwE
13/11/2015,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Italie,https://ds1.static.rtbf.be/uploader/image/d/f/1/beta_0ae637143d6f38c971f6e3c0be0c86a8.png,3-1,Amical,https://www.rtbf.be/sport/football/diablesrouges/detail_la-belgique-bat-l-italie-et-assume-sa-1ere-place-au-classement-fifa?id=9135416,"<a href=""https://www.rtbf.be/auvio/detail_belgique-italie-3-1-le-resume-jt?id=2059347"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_belgique-italie-3-1-le-resume-jt?id=2059347,200,https://www.rtbf.be/auvio/detail_belgique-italie-3-1-le-resume-jt?id=2059347
13/10/2015,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Israël,https://static-content.rtbf.be/uploader/image/3/8/9/beta_1e2669a1eac1218c7486b061c0ff57b5.png,3-1,Qualifs Euro 2016,https://www.rtbf.be/sport/football/diablesrouges/detail_triple-mission-accomplie-pour-les-diables?id=9107726,"<a href=""https://www.rtbf.be/auvio/detail_belgique-israel-3-1-le-resume-jt?id=2051027"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_belgique-israel-3-1-le-resume-jt?id=2051027,200,https://www.rtbf.be/auvio/detail_belgique-israel-3-1-le-resume-jt?id=2051027
10/10/2015,Andorre,https://static-content.rtbf.be/uploader/image/2/4/4/beta_c6f45e70990a8517517251a54892c7ab.png,Andorre,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-4,Qualifs Euro 2016,https://www.rtbf.be/sport/football/european-qualifiers/detail_andorre-belgique-en-route-vers-l-euro-2016?id=9104451,"<a href=""https://www.rtbf.be/auvio/detail_andorre-belgique-1-4-le-resume-jt?id=2050218"" target=""_blank"">Vidéo 🎥</a>",https://www.rtbf.be/auvio/detail_andorre-belgique-1-4-le-resume-jt?id=2050218,200,https://www.rtbf.be/auvio/detail_andorre-belgique-1-4-le-resume-jt?id=2050218
06/09/2015,Nicosie,https://static-content.rtbf.be/uploader/image/a/5/d/beta_dd09574e6f1db582ed325f2c8d3dad08.png,Chypre,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-1,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_service-minimum-pour-les-diables-a-chypre?id=9072903,"<a href=""http://www.rtbf.be/video/detail_retour-sur-la-victoire-des-diables-a-chypre?id=2041280"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_retour-sur-la-victoire-des-diables-a-chypre?id=2041280,200,http://www.rtbf.be/video/detail_retour-sur-la-victoire-des-diables-a-chypre?id=2041280
03/09/2015,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Bosnie Herzégovine,https://static-content.rtbf.be/uploader/image/a/0/9/beta_3a52622741bbcc79547bbff5ba13ee32.png,3-1,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_les-diables-evitent-l-obstacle-bosnien?id=9070639,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-bosnie-3-1-03-septembre-2015-t-rinchon?id=2040706"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-bosnie-3-1-03-septembre-2015-t-rinchon?id=2040706,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-bosnie-3-1-03-septembre-2015-t-rinchon?id=2040706
12/06/2015,Cardiff,https://ds1.static.rtbf.be/uploader/image/b/9/5/beta_fcc5c463793f1724ca2e8957ab5ceae9.png,pays de Galles,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-0,Qualifs Euro 2016,https://www.rtbf.be/sport/football/diablesrouges/detail_pays-de-galles-belgique-les-compos-probables-live-20h10?id=9004753,"<a href=""http://www.rtbf.be/video/detail_pays-de-galles-belgique-1-0-le-resume-du-jt?id=2023414"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_pays-de-galles-belgique-1-0-le-resume-du-jt?id=2023414,200,http://www.rtbf.be/video/detail_pays-de-galles-belgique-1-0-le-resume-du-jt?id=2023414
07/06/2015,France,https://ds1.static.rtbf.be/uploader/image/4/3/1/beta_ffce8dd17bccafaba3d0dde3f4e29325.png,France,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,3-4,Amical,https://www.rtbf.be/sport/football/diablesrouges/detail_france-belgique-un-match-de-prestige-pour-les-diables-live-21h?id=9000346,"<a href=""http://www.rtbf.be/video/detail_france-belgique-3-4-le-resume?id=2022124"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_france-belgique-3-4-le-resume?id=2022124,200,http://www.rtbf.be/video/detail_france-belgique-3-4-le-resume?id=2022124
31/03/2015,Jérusalem,https://static-content.rtbf.be/uploader/image/3/8/9/beta_1e2669a1eac1218c7486b061c0ff57b5.png,Israël,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-1,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_israel-belgique-pour-la-tete-du-groupe-b-live-20h45?id=8945285,"<a href=""http://www.rtbf.be/video/detail_retour-sur-israel-belgique?id=2005233"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_retour-sur-israel-belgique?id=2005233,200,http://www.rtbf.be/video/detail_retour-sur-israel-belgique?id=2005233
28/03/2015,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Chypre,https://static-content.rtbf.be/uploader/image/a/5/d/beta_dd09574e6f1db582ed325f2c8d3dad08.png,5-0,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-chypre-les-compositions-probables-live-video-20h20?id=8943121,"<a href=""http://www.rtbf.be/video/detail_belgique-chypre-5-0-le-resume?id=2004363"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_belgique-chypre-5-0-le-resume?id=2004363,200,http://www.rtbf.be/video/detail_belgique-chypre-5-0-le-resume?id=2004363
16/11/2014,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Pays de Galles,https://ds1.static.rtbf.be/uploader/image/b/9/5/beta_fcc5c463793f1724ca2e8957ab5ceae9.png,0-0,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-pays-de-galles-les-diables-au-revelateur-gallois-live-18h?id=8402733,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-0-0-15-novembre-2014-t-rinchon?id=1971284"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-0-0-15-novembre-2014-t-rinchon?id=1971284,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-0-0-15-novembre-2014-t-rinchon?id=1971284
12/11/2014,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Islande,https://static-content.rtbf.be/uploader/image/6/3/0/beta_57df070f65e6b794c6dab98d5a1fb522.png,3-1,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-islande-un-test-pour-la-defense-direct-video-des-20h15?id=8399427,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-islande-3-1-12-novembre-2014-c-delstanches?id=1970588"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-islande-3-1-12-novembre-2014-c-delstanches?id=1970588,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-islande-3-1-12-novembre-2014-c-delstanches?id=1970588
13/10/2014,Zenica,https://static-content.rtbf.be/uploader/image/a/0/9/beta_3a52622741bbcc79547bbff5ba13ee32.png,Bosnie Herzégovine,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-1,Qualifs Euro 2016,http://www.rtbf.be/sport/football/diablesrouges/detail_bosnie-andorre-resume-video-match-en-direct?id=8376851,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-bosnie-belgique-1-1-13-octobre-2014-l-meulewaeter?id=1963227"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-bosnie-belgique-1-1-13-octobre-2014-l-meulewaeter?id=1963227,200,http://www.rtbf.be/video/detail_le-resume-de-bosnie-belgique-1-1-13-octobre-2014-l-meulewaeter?id=1963227
10/10/2014,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Andorre,https://static-content.rtbf.be/uploader/image/2/4/4/beta_c6f45e70990a8517517251a54892c7ab.png,6-0,Qualifs Euro 2016,http://www.rtbf.be/sport/football/european-qualifiers/detail_belgique-andorre-direct-video-resume-live?id=8374770,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-andorre-6-0-10-octobre-2014-t-rinchon?id=1962615"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-andorre-6-0-10-octobre-2014-t-rinchon?id=1962615,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-andorre-6-0-10-octobre-2014-t-rinchon?id=1962615
04/09/2014,Liège,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Australie,https://ds1.static.rtbf.be/uploader/image/0/d/1/beta_3b2831463e05fa679a80e45b901e78cd.png,2-0,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_croatie-belgique-le-resume-video-en-direct-live?id=8110064,"<a href=""http://www.rtbf.be/video/detail_belgique-australie-2-0-le-resume-q-volvert?id=1953450"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_belgique-australie-2-0-le-resume-q-volvert?id=1953450,200,http://www.rtbf.be/video/detail_belgique-australie-2-0-le-resume-q-volvert?id=1953450
05/07/2014,Brazilia,https://ds1.static.rtbf.be/uploader/image/1/e/7/beta_03818b95caf75b14515c280277a00337.png,Argentine,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-0,CM 14,http://www.rtbf.be/sport/football/diablesrouges/detail_argentine-belgique-messi-hazard-et-des-fantomes-live-18h?id=8308647,"<a href=""https://auvio.rtbf.be/media/coupe-du-monde-2014-quart-de-finale-belgique-argentine-3392472"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/coupe-du-monde-2014-quart-de-finale-belgique-argentine-3392472,200,https://auvio.rtbf.be/media/coupe-du-monde-2014-quart-de-finale-belgique-argentine-3392472
01/07/2014,Salvador,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,États-Unis,https://ds1.static.rtbf.be/uploader/image/5/2/c/beta_27f1c9ab609649ffcae5466791a6c3e2.png,2-1,CM 14,http://www.rtbf.be/sport/football/diablesrouges/detail_tous-les-chiffres-de-belgique-etats-unis-live-22h?id=8305677,"<a href=""https://auvio.rtbf.be/media/coupe-du-monde-2014-8e-de-finale-belgique-etats-unis-3392346"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/coupe-du-monde-2014-8e-de-finale-belgique-etats-unis-3392346,200,https://auvio.rtbf.be/media/coupe-du-monde-2014-8e-de-finale-belgique-etats-unis-3392346
26/06/2014,Sao Paulo,https://ds1.static.rtbf.be/uploader/image/9/2/5/beta_cf63aa6f8887aaa1ff5f086fe998dc27.png,Corée du Sud,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-1,CM 14,http://www.rtbf.be/sport/football/coupedumonde/detail_coree-du-sud-belgique-en-direct-video?id=8301850,"<a href=""https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143,200,https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143
22/06/2014,Rio de Janeiro,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Russie,https://ds1.static.rtbf.be/uploader/image/a/7/b/beta_bc95ae745631e8525893665d44d3bfd2.png,1-0,CM 14,http://www.rtbf.be/sport/football/coupedumonde/detail_belgique-russie-le-resume-video-en-direct-live?id=8298384,"<a href=""https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143,200,https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-russie-3405143
17/06/2014,Belo Horizonte,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Algérie,https://static-content.rtbf.be/uploader/image/5/8/c/beta_3c1bb53319e2995939bdd9072d9dc493.png,2-1,CM 14,http://www.rtbf.be/sport/football/diablesrouges/detail_fellaini-et-mertens-buteurs-la-belgique-bat-algerie-2-a-1?id=8294183,"<a href=""https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-algerie-3398597"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-algerie-3398597,200,https://auvio.rtbf.be/media/coupe-du-monde-2014-groupe-h-belgique-algerie-3398597
07/06/2014,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Tunisie,https://static-content.rtbf.be/uploader/image/f/1/6/beta_098ccc6f379c7d51ba4791426665d771.png,1-0,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_suivez-belgique-tunisie-en-direct-video-le-resume-eden-hazard-divock-origi?id=8286758,"<a href=""http://www.rtbf.be/video/detail_belgique-tunisie-1-0-07-juin-2014-l-meulewaeter?id=1933660"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_belgique-tunisie-1-0-07-juin-2014-l-meulewaeter?id=1933660,200,http://www.rtbf.be/video/detail_belgique-tunisie-1-0-07-juin-2014-l-meulewaeter?id=1933660
01/06/2014,Stockholm,https://ds1.static.rtbf.be/uploader/image/3/0/a/beta_4e75a0b90d067bf56010e4a7fdcaa01e.png,Suède,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-2,Amical,http://www.rtbf.be/sport/football/coupedumonde/detail_suede-belgique-courtois-titulaire?id=8282232,"<a href=""http://www.rtbf.be/video/detail_suede-belgique-0-2-01-juin-2014-t-rinchon?id=1932072"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_suede-belgique-0-2-01-juin-2014-t-rinchon?id=1932072,200,http://www.rtbf.be/video/detail_suede-belgique-0-2-01-juin-2014-t-rinchon?id=1932072
26/05/2014,Genk,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Luxembourg,https://ds1.static.rtbf.be/uploader/image/d/4/2/beta_50101ac18e0c8c67d78f91ec683855bf.png,5-1,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-luxembourg-les-compos-probables?id=8277662,"<a href=""http://www.rtbf.be/video/detail_belgique-luxembourg-5-1-26-mai-2014-c-de-wasseige?id=1930231"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_belgique-luxembourg-5-1-26-mai-2014-c-de-wasseige?id=1930231,200,http://www.rtbf.be/video/detail_belgique-luxembourg-5-1-26-mai-2014-c-de-wasseige?id=1930231
05/03/2014,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Côte d'Ivoire,https://static-content.rtbf.be/uploader/image/f/b/7/beta_399299278ea69bcbd22cc095e32da712.png,2-2,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-cote-d-ivoire-les-compos-probables-20h45?id=8215449,"<a href=""http://www.rtbf.be/video/detail_belgique-cote-d-ivoire-2-2-le-resume-m-istace?id=1900497"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_belgique-cote-d-ivoire-2-2-le-resume-m-istace?id=1900497,200,http://www.rtbf.be/video/detail_belgique-cote-d-ivoire-2-2-le-resume-m-istace?id=1900497
19/11/2013,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Japon,https://ds1.static.rtbf.be/uploader/image/d/0/e/beta_710e3aa996e55a5f069c4b22c8351de9.png,2-3,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-japon-le-resume-en-direct-live?id=8138477,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-japon-2-3-19-novembre-2013-p-deprez?id=1871064"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-japon-2-3-19-novembre-2013-p-deprez?id=1871064,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-japon-2-3-19-novembre-2013-p-deprez?id=1871064
15/11/2013,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Colombie,https://ds1.static.rtbf.be/uploader/image/a/1/8/beta_4f0545603211cde486e8d51ab6118f83.png,0-2,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-colombie-direct-audio-resume-video?id=8135129,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-0-2-15-novembre-2013-k-paepen?id=1869908"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-0-2-15-novembre-2013-k-paepen?id=1869908,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-0-2-15-novembre-2013-k-paepen?id=1869908
15/10/2013,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Pays de Galles,https://ds1.static.rtbf.be/uploader/image/b/9/5/beta_fcc5c463793f1724ca2e8957ab5ceae9.png,1-1,Qualifs CM 14,http://www.rtbf.be/sport/football/detail_les-diables-accroches-par-le-pays-de-galles?id=8113146,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-1-1-15-octobre-2013-h-gilbert?id=1861975"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-1-1-15-octobre-2013-h-gilbert?id=1861975,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-de-galles-1-1-15-octobre-2013-h-gilbert?id=1861975
11/10/2013,Zagreb,https://ds1.static.rtbf.be/uploader/image/6/5/d/beta_628df624a76b9b87187c46d5e2e4fe59.png,Croatie,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-2,Qualifs CM 14,http://www.rtbf.be/sport/football/diablesrouges/detail_croatie-belgique-le-resume-video-en-direct-live?id=8110064,"<a href=""http://www.rtbf.be/video/detail_le-resume-du-match-croatie-belgique-1-2?id=1860776"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-du-match-croatie-belgique-1-2?id=1860776,200,http://www.rtbf.be/video/detail_le-resume-du-match-croatie-belgique-1-2?id=1860776
06/09/2013,Glasgow,https://ds1.static.rtbf.be/uploader/image/a/6/6/beta_5547d7edc48896ce56163d0c9f8e1733.png,Écosse,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-2,Qualifs CM 14,http://www.rtbf.be/sport/football/detail_un-succes-en-ecosse-sans-doute-decisif?id=8082993,"<a href=""http://www.rtbf.be/video/detail_ecosse-belgique-0-2-le-resume?id=1851207"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_ecosse-belgique-0-2-le-resume?id=1851207,200,http://www.rtbf.be/video/detail_ecosse-belgique-0-2-le-resume?id=1851207
14/08/2013,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,France,https://ds1.static.rtbf.be/uploader/image/4/3/1/beta_ffce8dd17bccafaba3d0dde3f4e29325.png,0-0,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_belgique-france-direct-resume-video-live?id=8067007,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-0-14-aout-2013-k-paepen?id=1845917"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-0-14-aout-2013-k-paepen?id=1845917,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-0-14-aout-2013-k-paepen?id=1845917
07/06/2013,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Serbie,https://ds1.static.rtbf.be/uploader/image/e/3/5/beta_621d05d08b792640f49ce9fb83eb04dd.png,2-1,Qualifs CM 14,http://www.rtbf.be/sport/football/coupedumonde/detail_belgique-serbie-les-compos-probables?id=8012767,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-serbie-2-1-07-juin-2013-k-paepen?id=1830316"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-serbie-2-1-07-juin-2013-k-paepen?id=1830316,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-serbie-2-1-07-juin-2013-k-paepen?id=1830316
