Date,Lieu,,Hôte,Visiteur,,Score,Compétition,Article,,Vidéo,,Vidéo
18/11/1998,Luxembourg,https://ds1.static.rtbf.be/uploader/image/d/4/2/beta_50101ac18e0c8c67d78f91ec683855bf.png,Luxembourg,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-0,Amical,,,http://www.rtbf.be/video/detail_le-resume-de-luxembourg-belgique-0-0-18-novembre-1998-e-krol?id=1953738,404,
25/06/1998,Paris,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Corée du Sud,https://ds1.static.rtbf.be/uploader/image/9/2/5/beta_cf63aa6f8887aaa1ff5f086fe998dc27.png,1-1,CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-coree-du-sud-1-1-25-juin-1998-j-c-willems?id=1832855"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-coree-du-sud-1-1-25-juin-1998-j-c-willems?id=1832855,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-coree-du-sud-1-1-25-juin-1998-j-c-willems?id=1832855
20/06/1998,Bordeaux,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Mexique,https://static-content.rtbf.be/uploader/image/4/7/b/beta_d7b7722ea53681e94eee87e218a5bb5f.png,2-2,CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-mexique-2-2-20-juin-1998-l-bruwier?id=1832427"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-mexique-2-2-20-juin-1998-l-bruwier?id=1832427,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-mexique-2-2-20-juin-1998-l-bruwier?id=1832427
13/06/1998,Paris,https://ds1.static.rtbf.be/uploader/image/9/7/c/beta_3d81f4b2a8ac4ca582312b203a4f05fd.png,Pays-Bas,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-0,CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-pays-bas-belgique-0-0-13-juin-1998-j-c-willems?id=1830879"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-pays-bas-belgique-0-0-13-juin-1998-j-c-willems?id=1830879,200,http://www.rtbf.be/video/detail_le-resume-de-pays-bas-belgique-0-0-13-juin-1998-j-c-willems?id=1830879
06/06/1998,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Paraguay,https://static-content.rtbf.be/uploader/image/4/d/e/beta_33592f79ea6e756691a1a89cfba07ff3.png,1-0,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-paraguay-1-0-06-juin-1998-v-langendries?id=1953737"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-paraguay-1-0-06-juin-1998-v-langendries?id=1953737,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-paraguay-1-0-06-juin-1998-v-langendries?id=1953737
03/06/1998,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Colombie,https://ds1.static.rtbf.be/uploader/image/a/1/8/beta_4f0545603211cde486e8d51ab6118f83.png,2-0,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-2-0-03-juin-1998-j-c-willems?id=1827632"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-2-0-03-juin-1998-j-c-willems?id=1827632,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-colombie-2-0-03-juin-1998-j-c-willems?id=1827632
29/05/1998,Casablanca,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Angleterre,https://ds1.static.rtbf.be/uploader/image/d/b/e/beta_4df9d63afe160603f78bf0117c8f9086.png,0-0,Amical,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-angleterre-29-mai-1998-0-0-4-3-tab-3481825"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-angleterre-29-mai-1998-0-0-4-3-tab-3481825,200,https://auvio.rtbf.be/media/diables-rouges-belgique-angleterre-29-mai-1998-0-0-4-3-tab-3481825
27/05/1998,Casablanca,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,France,https://ds1.static.rtbf.be/uploader/image/4/3/1/beta_ffce8dd17bccafaba3d0dde3f4e29325.png,0-1,Amical,,"<a href=""http://www.rtbf.be/sport/video/detail_resume-de-belgique-france-0-1-g-bayet?id=1385143&mediaset=rtbfsport--football&type=video"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/sport/video/detail_resume-de-belgique-france-0-1-g-bayet?id=1385143&mediaset=rtbfsport--football&type=video,200,http://www.rtbf.be/sport/video/detail_resume-de-belgique-france-0-1-g-bayet?id=1385143&mediaset=rtbfsport--football&type=video
22/04/1998,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Roumanie,https://ds1.static.rtbf.be/uploader/image/7/5/c/beta_587c37f89497d1ee342b3e71732da95a.png,1-1,Amical,http://www.rtbf.be/sport/football/diablesrouges/detail_roumanie-belgique-histoire-d-un-duel?id=7867702,"<a href=""www.rtbf.be/video/detail_le-resume-de-belgique-roumanie-1-1-22-avril-1998-e-kroll?id=1771867"" target=""_blank"">Vidéo 🎥</a>",www.rtbf.be/video/detail_le-resume-de-belgique-roumanie-1-1-22-avril-1998-e-kroll?id=1771867,200,www.rtbf.be/video/detail_le-resume-de-belgique-roumanie-1-1-22-avril-1998-e-kroll?id=1771867
25/03/1998,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Norvège,https://ds1.static.rtbf.be/uploader/image/f/0/7/beta_eb8cf76e7a2e5c8b12aa0cd162cd16a8.png,2-2,Amical,,,http://www.rtbf.be/video/detail_le-resume-de-belgique-norvege-2-2-25-mars-1998-jc-willems?id=1790820,404,
25/02/1998,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,États-Unis,https://ds1.static.rtbf.be/uploader/image/5/2/c/beta_27f1c9ab609649ffcae5466791a6c3e2.png,2-0,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-etats-unis-2-0-25-fevrier-1998-g-vigneron?id=1789003"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-etats-unis-2-0-25-fevrier-1998-g-vigneron?id=1789003,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-etats-unis-2-0-25-fevrier-1998-g-vigneron?id=1789003
15/11/1997,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Irlande,https://ds1.static.rtbf.be/uploader/image/6/c/8/beta_6113da8b65c42624359cbbc1b82dd069.png,2-1,Qualifs CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-irlande-2-1-15-novembre-1997-l-bruwier?id=1852262"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-irlande-2-1-15-novembre-1997-l-bruwier?id=1852262,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-irlande-2-1-15-novembre-1997-l-bruwier?id=1852262
29/10/1997,Dublin,https://ds1.static.rtbf.be/uploader/image/6/c/8/beta_6113da8b65c42624359cbbc1b82dd069.png,Irlande,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-1,Qualifs CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-irlande-belgique-1-1-19-octobre-1997-f-baudoncq?id=1852037"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-irlande-belgique-1-1-19-octobre-1997-f-baudoncq?id=1852037,200,http://www.rtbf.be/video/detail_le-resume-de-irlande-belgique-1-1-19-octobre-1997-f-baudoncq?id=1852037
11/10/1997,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Pays de Galles,https://ds1.static.rtbf.be/uploader/image/b/9/5/beta_fcc5c463793f1724ca2e8957ab5ceae9.png,3-2,Qualifs CM 98,http://www.rtbf.be/sport/football/diablesrouges/detail_pays-de-galles-belgique-histoire-d-un-duel?id=7834494,"<a href=""http://www.rtbf.be/sport/video/detail_les-buts-de-belgique-pays-de-galles-3-2-m-lecomte?id=1756914&mediaset=rtbfsport--home&type=video"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/sport/video/detail_les-buts-de-belgique-pays-de-galles-3-2-m-lecomte?id=1756914&mediaset=rtbfsport--home&type=video,200,http://www.rtbf.be/sport/video/detail_les-buts-de-belgique-pays-de-galles-3-2-m-lecomte?id=1756914&mediaset=rtbfsport--home&type=video
06/09/1997,Rotterdam,https://ds1.static.rtbf.be/uploader/image/9/7/c/beta_3d81f4b2a8ac4ca582312b203a4f05fd.png,Pays-Bas,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,3-1,Qualifs CM 98,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-pays-bas-belgique-06-septembre-1997-3-1-3400690"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-pays-bas-belgique-06-septembre-1997-3-1-3400690,200,https://auvio.rtbf.be/media/diables-rouges-pays-bas-belgique-06-septembre-1997-3-1-3400690
07/06/1997,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Saint-Marin,https://static-content.rtbf.be/uploader/image/a/e/f/beta_41250bc941a89466bd46e2d4f19bb5cd.png,6-0,Qualifs CM 98,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-saint-marin-07-juin-1997-6-0-2532222"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-saint-marin-07-juin-1997-6-0-2532222,200,https://auvio.rtbf.be/media/diables-rouges-belgique-saint-marin-07-juin-1997-6-0-2532222
30/04/1997,Istanbul,https://ds1.static.rtbf.be/uploader/image/4/f/3/beta_71a3fa5e164874b86adf5ec2dcbe2bd4.png,Turquie,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-3,Qualifs CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-turquie-belgique-1-3-30-avril-1997-p-antoine?id=1817620"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-turquie-belgique-1-3-30-avril-1997-p-antoine?id=1817620,200,http://www.rtbf.be/video/detail_le-resume-de-turquie-belgique-1-3-30-avril-1997-p-antoine?id=1817620
29/03/1997,Cardiff,https://ds1.static.rtbf.be/uploader/image/b/9/5/beta_fcc5c463793f1724ca2e8957ab5ceae9.png,Pays de Galles,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-2,Qualifs CM 98,http://www.rtbf.be/sport/football/diablesrouges/detail_pays-de-galles-belgique-histoire-d-un-duel?id=7834494,"<a href=""http://www.rtbf.be/sport/video/detail_les-buts-de-pays-de-galles-belgique-1-2-m-lecomte?id=1756171&mediaset=rtbfsport--home&type=video"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/sport/video/detail_les-buts-de-pays-de-galles-belgique-1-2-m-lecomte?id=1756171&mediaset=rtbfsport--home&type=video,200,http://www.rtbf.be/sport/video/detail_les-buts-de-pays-de-galles-belgique-1-2-m-lecomte?id=1756171&mediaset=rtbfsport--home&type=video
11/02/1997,Belfast,https://static-content.rtbf.be/uploader/image/9/3/2/beta_88b2580dff7904eaecf02816c8fd5e22.png,Irlande du Nord,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,3-0,Amical,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-irlande-du-nord-belgique-11-fevrier-1997-3-0-3481824"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-irlande-du-nord-belgique-11-fevrier-1997-3-0-3481824,200,https://auvio.rtbf.be/media/diables-rouges-irlande-du-nord-belgique-11-fevrier-1997-3-0-3481824
14/12/1996,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Pays-Bas,https://ds1.static.rtbf.be/uploader/image/9/7/c/beta_3d81f4b2a8ac4ca582312b203a4f05fd.png,0-3,Qualifs CM 98,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-pays-bas-14-decembre-1996-0-3-3400691"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-pays-bas-14-decembre-1996-0-3-3400691,200,https://auvio.rtbf.be/media/diables-rouges-belgique-pays-bas-14-decembre-1996-0-3-3400691
09/10/1996,Serravalle,https://static-content.rtbf.be/uploader/image/a/e/f/beta_41250bc941a89466bd46e2d4f19bb5cd.png,Saint-Marin,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-3,Qualifs CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-saint-marin-belgique-0-3-09-octobre-1996-e-krol?id=1859655"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-saint-marin-belgique-0-3-09-octobre-1996-e-krol?id=1859655,200,http://www.rtbf.be/video/detail_le-resume-de-saint-marin-belgique-0-3-09-octobre-1996-e-krol?id=1859655
31/08/1996,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Turquie,https://ds1.static.rtbf.be/uploader/image/4/f/3/beta_71a3fa5e164874b86adf5ec2dcbe2bd4.png,2-1,Qualifs CM 98,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-turquie-2-1-31-aout-1996-p-antoine?id=1968562"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-turquie-2-1-31-aout-1996-p-antoine?id=1968562,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-turquie-2-1-31-aout-1996-p-antoine?id=1968562
29/05/1996,Crémone,https://ds1.static.rtbf.be/uploader/image/d/f/1/beta_0ae637143d6f38c971f6e3c0be0c86a8.png,Italie,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,2-2,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-d-italie-belgique-2-2-29-mai-1996-r-beenkens?id=1779949"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-d-italie-belgique-2-2-29-mai-1996-r-beenkens?id=1779949,200,http://www.rtbf.be/video/detail_le-resume-d-italie-belgique-2-2-29-mai-1996-r-beenkens?id=1779949
24/04/1996,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Russie,https://ds1.static.rtbf.be/uploader/image/a/7/b/beta_bc95ae745631e8525893665d44d3bfd2.png,0-0,Amical,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-russie-24-avril-1996-0-0-3481823"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-russie-24-avril-1996-0-0-3481823,200,https://auvio.rtbf.be/media/diables-rouges-belgique-russie-24-avril-1996-0-0-3481823
27/03/1996,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,France,https://ds1.static.rtbf.be/uploader/image/4/3/1/beta_ffce8dd17bccafaba3d0dde3f4e29325.png,0-2,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-2-27-mars-1996-y-e-massart?id=1790707"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-2-27-mars-1996-y-e-massart?id=1790707,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-france-0-2-27-mars-1996-y-e-massart?id=1790707
15/11/1995,Limassol,https://static-content.rtbf.be/uploader/image/a/5/d/beta_dd09574e6f1db582ed325f2c8d3dad08.png,Chypre,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-1,Qualifs Euro 96,,,http://www.rtbf.be/video/detail_le-resume-de-chypre-belgique-1-1-15-novembre-1995-b-remy?id=1969962,404,
07/10/1995,Erevan,https://static-content.rtbf.be/uploader/image/f/c/b/beta_106278892b5dc4bb3f8a3f66e9dbd21a.png,Arménie,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-2,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-armenie-belgique-7-octobre-1995-0-2-3476154"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-armenie-belgique-7-octobre-1995-0-2-3476154,200,https://auvio.rtbf.be/media/diables-rouges-armenie-belgique-7-octobre-1995-0-2-3476154
06/09/1995,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Danemark,https://ds1.static.rtbf.be/uploader/image/c/4/c/beta_cc435abd09c7871251ae85e86f660044.png,1-3,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-danemark-06-septembre-1995-1-3-2046665"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-danemark-06-septembre-1995-1-3-2046665,200,https://auvio.rtbf.be/media/diables-rouges-belgique-danemark-06-septembre-1995-1-3-2046665
23/08/1995,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Allemagne,https://ds1.static.rtbf.be/uploader/image/2/a/9/beta_90e1d8b39c834e5eed79553e84915465.png,1-2,Amical,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-allemagne-23-aout-1995-1-2-3481805"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-allemagne-23-aout-1995-1-2-3481805,200,https://auvio.rtbf.be/media/diables-rouges-belgique-allemagne-23-aout-1995-1-2-3481805
07/06/1995,Skopje,https://static-content.rtbf.be/uploader/image/b/1/a/beta_1a86fa44d1a4b3b35012e3722f2b67d1.png,FYROM,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,0-5,Qualifs Euro 96,,,http://www.rtbf.be/video/detail_le-resume-de-fyrom-belgique-0-5-07-juin-1995-m-delire?id=2046660,404,
26/04/1995,Anderlecht,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Chypre,https://static-content.rtbf.be/uploader/image/a/5/d/beta_dd09574e6f1db582ed325f2c8d3dad08.png,2-0,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/plus-de-football-belgique-chypre-le-resume-2-0-3466424"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/plus-de-football-belgique-chypre-le-resume-2-0-3466424,200,https://auvio.rtbf.be/media/plus-de-football-belgique-chypre-le-resume-2-0-3466424
22/04/1995,Molenbeek,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,États-Unis,https://ds1.static.rtbf.be/uploader/image/5/2/c/beta_27f1c9ab609649ffcae5466791a6c3e2.png,1-0,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-usa-1-0-22-avril-1995-b-remy?id=1796198"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-usa-1-0-22-avril-1995-b-remy?id=1796198,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-usa-1-0-22-avril-1995-b-remy?id=1796198
29/03/1995,Séville,https://ds1.static.rtbf.be/uploader/image/a/8/a/beta_605e85b7bc6eeff437eacb819a8b7cd1.png,Espagne,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,1-1,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-espagne-belgique-29-mars-1995-1-1-3481807"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-espagne-belgique-29-mars-1995-1-1-3481807,200,https://auvio.rtbf.be/media/diables-rouges-espagne-belgique-29-mars-1995-1-1-3481807
17/12/1994,Anderlecht,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Espagne,https://ds1.static.rtbf.be/uploader/image/a/8/a/beta_605e85b7bc6eeff437eacb819a8b7cd1.png,1-4,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-espagne-17-decembre-1994-1-4-3476183"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-espagne-17-decembre-1994-1-4-3476183,200,https://auvio.rtbf.be/media/diables-rouges-belgique-espagne-17-decembre-1994-1-4-3476183
16/11/1994,Anderlecht,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,FYROM,https://static-content.rtbf.be/uploader/image/b/1/a/beta_1a86fa44d1a4b3b35012e3722f2b67d1.png,1-1,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-le-resume-de-belgique-macedoine-1-1-16-novembre-1994-r-laboureur-1799603"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-le-resume-de-belgique-macedoine-1-1-16-novembre-1994-r-laboureur-1799603,200,https://auvio.rtbf.be/media/diables-rouges-le-resume-de-belgique-macedoine-1-1-16-novembre-1994-r-laboureur-1799603
12/10/1994,Copenhague,https://ds1.static.rtbf.be/uploader/image/c/4/c/beta_cc435abd09c7871251ae85e86f660044.png,Danemark,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,3-1,Qualifs Euro 96,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-danemark-belgique-3-1-12-octobre-1994-m-delire?id=1963884"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-danemark-belgique-3-1-12-octobre-1994-m-delire?id=1963884,200,http://www.rtbf.be/video/detail_le-resume-de-danemark-belgique-3-1-12-octobre-1994-m-delire?id=1963884
07/09/1994,Anderlecht,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Arménie,https://static-content.rtbf.be/uploader/image/f/c/b/beta_106278892b5dc4bb3f8a3f66e9dbd21a.png,2-0,Qualifs Euro 96,,"<a href=""https://auvio.rtbf.be/media/diables-rouges-belgique-armenie-7-septembre-1994-2-0-3481799"" target=""_blank"">Vidéo 🎥</a>",https://auvio.rtbf.be/media/diables-rouges-belgique-armenie-7-septembre-1994-2-0-3481799,200,https://auvio.rtbf.be/media/diables-rouges-belgique-armenie-7-septembre-1994-2-0-3481799
02/07/1994,Chicago,https://ds1.static.rtbf.be/uploader/image/2/a/9/beta_90e1d8b39c834e5eed79553e84915465.png,Allemagne,Belgique,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,3-2,CM 94,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-allemagne-belgique-3-2-02-juillet-1994-t-de-bock?id=1835829"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-allemagne-belgique-3-2-02-juillet-1994-t-de-bock?id=1835829,200,http://www.rtbf.be/video/detail_le-resume-de-allemagne-belgique-3-2-02-juillet-1994-t-de-bock?id=1835829
29/06/1994,Washington,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Arabie Saoudite,https://static-content.rtbf.be/uploader/image/c/0/3/beta_f1add7e6606ebf14fe9564c2b634d3a6.png,0-1,CM 94,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-arabie-saoudite-0-1-29-juin-1994-m-durieux?id=1904372"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-arabie-saoudite-0-1-29-juin-1994-m-durieux?id=1904372,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-arabie-saoudite-0-1-29-juin-1994-m-durieux?id=1904372
25/06/1994,Orlando,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Pays-Bas,https://ds1.static.rtbf.be/uploader/image/9/7/c/beta_3d81f4b2a8ac4ca582312b203a4f05fd.png,1-0,CM 94,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-bas-1-0-25-juin-1994-v-langendries?id=1832859"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-bas-1-0-25-juin-1994-v-langendries?id=1832859,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-pays-bas-1-0-25-juin-1994-v-langendries?id=1832859
19/06/1994,Orlando,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Maroc,https://ds1.static.rtbf.be/uploader/image/f/9/a/beta_0d3822047dc76422ddb18d5ee38088c8.png,1-0,CM 94,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-maroc-1-0-19-juin-1994-j-delise?id=1832420"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-maroc-1-0-19-juin-1994-j-delise?id=1832420,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-maroc-1-0-19-juin-1994-j-delise?id=1832420
08/06/1994,Bruxelles,https://ds1.static.rtbf.be/uploader/image/6/c/b/beta_32a1ddfe1647293bc164de0ef2ec55fc.png,Belgique,Hongrie,https://ds1.static.rtbf.be/uploader/image/3/6/c/beta_6e7177c02bdb9791e5723046e8e17402.png,3-1,Amical,,"<a href=""http://www.rtbf.be/video/detail_le-resume-de-belgique-hongrie-3-1-08-juin-1994-m-de-ville?id=1963230"" target=""_blank"">Vidéo 🎥</a>",http://www.rtbf.be/video/detail_le-resume-de-belgique-hongrie-3-1-08-juin-1994-m-de-ville?id=1963230,200,http://www.rtbf.be/video/detail_le-resume-de-belgique-hongrie-3-1-08-juin-1994-m-de-ville?id=1963230
